chromosome	left	right	locus_tag	gene_name	strand	feature	completeness	name	offset	type
NC_008463.1	2196650	2199257	RS10185	topA	+	gene	complete	PA14_RS10185_topA_32	32	unknown
NC_008463.1	2196650	2199257	RS10185	topA	+	gene	complete	PA14_RS10185_topA_72	72	unknown
NC_008463.1	2196650	2199257	RS10185	topA	+	gene	complete	PA14_RS10185_topA_99	99	unknown
NC_008463.1	2196650	2199257	RS10185	topA	+	gene	complete	PA14_RS10185_topA_119	119	unknown
NC_008463.1	2208608	2210075	RS10235	gapA	+	gene	complete	PA14_RS10235_gapA_90	90	unknown
NC_008463.1	2208608	2210075	RS10235	gapA	+	gene	complete	PA14_RS10235_gapA_111	111	unknown
NC_008463.1	2208608	2210075	RS10235	gapA	+	gene	complete	PA14_RS10235_gapA_131	131	unknown
NC_008463.1	2208608	2210075	RS10235	gapA	+	gene	complete	PA14_RS10235_gapA_159	159	unknown
NC_008463.1	2219112	2220507	RS10285	sthA	+	gene	complete	PA14_RS10285_sth_46	46	unknown
NC_008463.1	2219112	2220507	RS10285	sthA	+	gene	complete	PA14_RS10285_sth_74	74	unknown
NC_008463.1	2219112	2220507	RS10285	sthA	+	gene	complete	PA14_RS10285_sth_141	141	unknown
NC_008463.1	2219112	2220507	RS10285	sthA	+	gene	complete	PA14_RS10285_sth_164	164	unknown
NC_008463.1	2222288	2223539	RS10305	lolC	+	gene	complete	PA14_RS10305_lolC_13	13	unknown
NC_008463.1	2222288	2223539	RS10305	lolC	+	gene	complete	PA14_RS10305_lolC_50	50	unknown
NC_008463.1	2222288	2223539	RS10305	lolC	+	gene	complete	PA14_RS10305_lolC_74	74	unknown
NC_008463.1	2222288	2223539	RS10305	lolC	+	gene	complete	PA14_RS10305_lolC_173	173	unknown
NC_008463.1	2223531	2224215	RS10310	lolD	+	gene	complete	PA14_RS10310_lolD_30	30	unknown
NC_008463.1	2223531	2224215	RS10310	lolD	+	gene	complete	PA14_RS10310_lolD_61	61	unknown
NC_008463.1	2223531	2224215	RS10310	lolD	+	gene	complete	PA14_RS10310_lolD_106	106	unknown
NC_008463.1	2223531	2224215	RS10310	lolD	+	gene	complete	PA14_RS10310_lolD_177	177	unknown
NC_008463.1	2224284	2225529	RS10315	lolE	+	gene	complete	PA14_RS10315_lolE_8	8	unknown
NC_008463.1	2224284	2225529	RS10315	lolE	+	gene	complete	PA14_RS10315_lolE_34	34	unknown
NC_008463.1	2224284	2225529	RS10315	lolE	+	gene	complete	PA14_RS10315_lolE_54	54	unknown
NC_008463.1	2224284	2225529	RS10315	lolE	+	gene	complete	PA14_RS10315_lolE_76	76	unknown
NC_008463.1	2229210	2229651	RS10335	exbD	+	gene	complete	PA14_RS10335_exbD_12	12	unknown
NC_008463.1	2229210	2229651	RS10335	exbD	+	gene	complete	PA14_RS10335_exbD_32	32	unknown
NC_008463.1	2229210	2229651	RS10335	exbD	+	gene	complete	PA14_RS10335_exbD_57	57	unknown
NC_008463.1	2229210	2229651	RS10335	exbD	+	gene	complete	PA14_RS10335_exbD_113	113	unknown
NC_008463.1	2229650	2230649	RS10340	lpxK	+	gene	complete	PA14_RS10340_lpxK_14	14	unknown
NC_008463.1	2229650	2230649	RS10340	lpxK	+	gene	complete	PA14_RS10340_lpxK_49	49	unknown
NC_008463.1	2229650	2230649	RS10340	lpxK	+	gene	complete	PA14_RS10340_lpxK_70	70	unknown
NC_008463.1	2229650	2230649	RS10340	lpxK	+	gene	complete	PA14_RS10340_lpxK_105	105	unknown
NC_008463.1	2230871	2231636	RS10350	kdsB	+	gene	complete	PA14_RS10350_kdsB_8	8	unknown
NC_008463.1	2230871	2231636	RS10350	kdsB	+	gene	complete	PA14_RS10350_kdsB_31	31	unknown
NC_008463.1	2230871	2231636	RS10350	kdsB	+	gene	complete	PA14_RS10350_kdsB_58	58	unknown
NC_008463.1	2230871	2231636	RS10350	kdsB	+	gene	complete	PA14_RS10350_kdsB_83	83	unknown
NC_008463.1	2232096	2233116	RS10360	murB	+	gene	complete	PA14_RS10360_murB_9	9	unknown
NC_008463.1	2232096	2233116	RS10360	murB	+	gene	complete	PA14_RS10360_murB_40	40	unknown
NC_008463.1	2232096	2233116	RS10360	murB	+	gene	complete	PA14_RS10360_murB_90	90	unknown
NC_008463.1	2232096	2233116	RS10360	murB	+	gene	complete	PA14_RS10360_murB_116	116	unknown
NC_008463.1	2233273	2236447	RS10365	rne	-	gene	complete	PA14_RS10365_rne_32	32	unknown
NC_008463.1	2233273	2236447	RS10365	rne	-	gene	complete	PA14_RS10365_rne_70	70	unknown
NC_008463.1	2233273	2236447	RS10365	rne	-	gene	complete	PA14_RS10365_rne_99	99	unknown
NC_008463.1	2233273	2236447	RS10365	rne	-	gene	complete	PA14_RS10365_rne_133	133	unknown
NC_008463.1	2242260	2243199	RS10405	fabD	+	gene	complete	PA14_RS10405_fabD_31	31	unknown
NC_008463.1	2242260	2243199	RS10405	fabD	+	gene	complete	PA14_RS10405_fabD_65	65	unknown
NC_008463.1	2242260	2243199	RS10405	fabD	+	gene	complete	PA14_RS10405_fabD_116	116	unknown
NC_008463.1	2242260	2243199	RS10405	fabD	+	gene	complete	PA14_RS10405_fabD_160	160	unknown
NC_008463.1	2243221	2243965	RS10410	fabG	+	gene	complete	PA14_RS10410_fabG_45	45	unknown
NC_008463.1	2243221	2243965	RS10410	fabG	+	gene	complete	PA14_RS10410_fabG_84	84	unknown
NC_008463.1	2243221	2243965	RS10410	fabG	+	gene	complete	PA14_RS10410_fabG_107	107	unknown
NC_008463.1	2243221	2243965	RS10410	fabG	+	gene	complete	PA14_RS10410_fabG_128	128	unknown
NC_008463.1	2244525	2245770	RS10420	fabF	+	gene	complete	PA14_RS10420_fabF1_49	49	unknown
NC_008463.1	2244525	2245770	RS10420	fabF	+	gene	complete	PA14_RS10420_fabF1_92	92	unknown
NC_008463.1	2244525	2245770	RS10420	fabF	+	gene	complete	PA14_RS10420_fabF1_112	112	unknown
NC_008463.1	2244525	2245770	RS10420	fabF	+	gene	complete	PA14_RS10420_fabF1_134	134	unknown
NC_008463.1	2247668	2248301	RS10435	tmk	+	gene	complete	PA14_RS10435_tmk_8	8	unknown
NC_008463.1	2247668	2248301	RS10435	tmk	+	gene	complete	PA14_RS10435_tmk_34	34	unknown
NC_008463.1	2247668	2248301	RS10435	tmk	+	gene	complete	PA14_RS10435_tmk_56	56	unknown
NC_008463.1	2247668	2248301	RS10435	tmk	+	gene	complete	PA14_RS10435_tmk_114	114	unknown
NC_008463.1	2248293	2249280	RS10440	holB	+	gene	complete	PA14_RS10440_holB_19	19	unknown
NC_008463.1	2248293	2249280	RS10440	holB	+	gene	complete	PA14_RS10440_holB_42	42	unknown
NC_008463.1	2248293	2249280	RS10440	holB	+	gene	complete	PA14_RS10440_holB_68	68	unknown
NC_008463.1	2248293	2249280	RS10440	holB	+	gene	complete	PA14_RS10440_holB_113	113	unknown
NC_008463.1	2254914	2256570	RS10480	ETFDH	-	gene	complete	PA14_RS10480_ETFDH_49	49	unknown
NC_008463.1	2254914	2256570	RS10480	ETFDH	-	gene	complete	PA14_RS10480_ETFDH_90	90	unknown
NC_008463.1	2254914	2256570	RS10480	ETFDH	-	gene	complete	PA14_RS10480_ETFDH_138	138	unknown
NC_008463.1	2254914	2256570	RS10480	ETFDH	-	gene	complete	PA14_RS10480_ETFDH_179	179	unknown
NC_008463.1	2256890	2257640	RS10485	etfB	+	gene	complete	PA14_RS10485_etfB_54	54	unknown
NC_008463.1	2256890	2257640	RS10485	etfB	+	gene	complete	PA14_RS10485_etfB_74	74	unknown
NC_008463.1	2256890	2257640	RS10485	etfB	+	gene	complete	PA14_RS10485_etfB_104	104	unknown
NC_008463.1	2256890	2257640	RS10485	etfB	+	gene	complete	PA14_RS10485_etfB_147	147	unknown
NC_008463.1	2257639	2258569	RS10490	etfA	+	gene	complete	PA14_RS10490_etfA_12	12	unknown
NC_008463.1	2257639	2258569	RS10490	etfA	+	gene	complete	PA14_RS10490_etfA_41	41	unknown
NC_008463.1	2257639	2258569	RS10490	etfA	+	gene	complete	PA14_RS10490_etfA_71	71	unknown
NC_008463.1	2257639	2258569	RS10490	etfA	+	gene	complete	PA14_RS10490_etfA_113	113	unknown
NC_008463.1	2258753	2259950	RS10495	fabV	+	gene	complete	PA14_RS10495_fabV_16	16	unknown
NC_008463.1	2258753	2259950	RS10495	fabV	+	gene	complete	PA14_RS10495_fabV_47	47	unknown
NC_008463.1	2258753	2259950	RS10495	fabV	+	gene	complete	PA14_RS10495_fabV_68	68	unknown
NC_008463.1	2258753	2259950	RS10495	fabV	+	gene	complete	PA14_RS10495_fabV_101	101	unknown
NC_008463.1	2339176	2339875	RS10880	pyrF	+	gene	complete	PA14_RS10880_pyrF_8	8	unknown
NC_008463.1	2339176	2339875	RS10880	pyrF	+	gene	complete	PA14_RS10880_pyrF_35	35	unknown
NC_008463.1	2339176	2339875	RS10880	pyrF	+	gene	complete	PA14_RS10880_pyrF_74	74	unknown
NC_008463.1	2339176	2339875	RS10880	pyrF	+	gene	complete	PA14_RS10880_pyrF_99	99	unknown
NC_008463.1	2364302	2364869	RS11010	efp	+	gene	complete	PA14_RS11010_efp_11	11	unknown
NC_008463.1	2364302	2364869	RS11010	efp	+	gene	complete	PA14_RS11010_efp_33	33	unknown
NC_008463.1	2364302	2364869	RS11010	efp	+	gene	complete	PA14_RS11010_efp_58	58	unknown
NC_008463.1	2364302	2364869	RS11010	efp	+	gene	complete	PA14_RS11010_efp_92	92	unknown
NC_008463.1	2418000	2419185	RS11330	rsbU	+	gene	complete	PA14_RS11330_rsbU_71	71	unknown
NC_008463.1	2418000	2419185	RS11330	rsbU	+	gene	complete	PA14_RS11330_rsbU_107	107	unknown
NC_008463.1	2418000	2419185	RS11330	rsbU	+	gene	complete	PA14_RS11330_rsbU_151	151	unknown
NC_008463.1	2418000	2419185	RS11330	rsbU	+	gene	complete	PA14_RS11330_rsbU_181	181	unknown
NC_008463.1	2419181	2419664	RS11335	rsbW	+	gene	complete	PA14_RS11335_rsbW_11	11	unknown
NC_008463.1	2419181	2419664	RS11335	rsbW	+	gene	complete	PA14_RS11335_rsbW_44	44	unknown
NC_008463.1	2419181	2419664	RS11335	rsbW	+	gene	complete	PA14_RS11335_rsbW_72	72	unknown
NC_008463.1	2419181	2419664	RS11335	rsbW	+	gene	complete	PA14_RS11335_rsbW_92	92	unknown
NC_008463.1	2467218	2469141	RS11665	thrS	+	gene	complete	PA14_RS11665_thrS_7	7	unknown
NC_008463.1	2467218	2469141	RS11665	thrS	+	gene	complete	PA14_RS11665_thrS_52	52	unknown
NC_008463.1	2467218	2469141	RS11665	thrS	+	gene	complete	PA14_RS11665_thrS_93	93	unknown
NC_008463.1	2467218	2469141	RS11665	thrS	+	gene	complete	PA14_RS11665_thrS_129	129	unknown
NC_008463.1	2469140	2469692	RS11670	infC	+	gene	complete	PA14_RS11670_infC_28	28	unknown
NC_008463.1	2469140	2469692	RS11670	infC	+	gene	complete	PA14_RS11670_infC_90	90	unknown
NC_008463.1	2469140	2469692	RS11670	infC	+	gene	complete	PA14_RS11670_infC_126	126	unknown
NC_008463.1	2469140	2469692	RS11670	infC	+	gene	complete	PA14_RS11670_infC_153	153	unknown
NC_008463.1	2469971	2470328	RS11680	rplT	+	gene	complete	PA14_RS11680_rplT_32	32	unknown
NC_008463.1	2469971	2470328	RS11680	rplT	+	gene	complete	PA14_RS11680_rplT_65	65	unknown
NC_008463.1	2469971	2470328	RS11680	rplT	+	gene	complete	PA14_RS11680_rplT_99	99	unknown
NC_008463.1	2469971	2470328	RS11680	rplT	+	gene	complete	PA14_RS11680_rplT_132	132	unknown
NC_008463.1	2470425	2471442	RS11685	pheS	+	gene	complete	PA14_RS11685_pheS_56	56	unknown
NC_008463.1	2470425	2471442	RS11685	pheS	+	gene	complete	PA14_RS11685_pheS_84	84	unknown
NC_008463.1	2470425	2471442	RS11685	pheS	+	gene	complete	PA14_RS11685_pheS_119	119	unknown
NC_008463.1	2470425	2471442	RS11685	pheS	+	gene	complete	PA14_RS11685_pheS_144	144	unknown
NC_008463.1	2471476	2473855	RS11690	pheT	+	gene	complete	PA14_RS11690_pheT_43	43	unknown
NC_008463.1	2471476	2473855	RS11690	pheT	+	gene	complete	PA14_RS11690_pheT_75	75	unknown
NC_008463.1	2471476	2473855	RS11690	pheT	+	gene	complete	PA14_RS11690_pheT_119	119	unknown
NC_008463.1	2471476	2473855	RS11690	pheT	+	gene	complete	PA14_RS11690_pheT_161	161	unknown
NC_008463.1	2575990	2576299	RS12145	.	+	gene	complete	PA14_RS12145_-_25	25	unknown
NC_008463.1	2575990	2576299	RS12145	.	+	gene	complete	PA14_RS12145_-_50	50	unknown
NC_008463.1	2607839	2609210	RS12275	purB	-	gene	complete	PA14_RS12275_purB_12	12	unknown
NC_008463.1	2607839	2609210	RS12275	purB	-	gene	complete	PA14_RS12275_purB_32	32	unknown
NC_008463.1	2607839	2609210	RS12275	purB	-	gene	complete	PA14_RS12275_purB_60	60	unknown
NC_008463.1	2607839	2609210	RS12275	purB	-	gene	complete	PA14_RS12275_purB_94	94	unknown
NC_008463.1	2610795	2611923	RS12290	mnmA	-	gene	complete	PA14_RS12290_trmU_12	12	unknown
NC_008463.1	2610795	2611923	RS12290	mnmA	-	gene	complete	PA14_RS12290_trmU_72	72	unknown
NC_008463.1	2610795	2611923	RS12290	mnmA	-	gene	complete	PA14_RS12290_trmU_118	118	unknown
NC_008463.1	2610795	2611923	RS12290	mnmA	-	gene	complete	PA14_RS12290_trmU_153	153	unknown
NC_008463.1	2622670	2625106	RS12345	ftsK	+	gene	complete	PA14_RS12345_ftsK_38	38	unknown
NC_008463.1	2622670	2625106	RS12345	ftsK	+	gene	complete	PA14_RS12345_ftsK_80	80	unknown
NC_008463.1	2622670	2625106	RS12345	ftsK	+	gene	complete	PA14_RS12345_ftsK_123	123	unknown
NC_008463.1	2622670	2625106	RS12345	ftsK	+	gene	complete	PA14_RS12345_ftsK_161	161	unknown
NC_008463.1	2625131	2625758	RS12350	lolA	+	gene	complete	PA14_RS12350_lolA_15	15	unknown
NC_008463.1	2625131	2625758	RS12350	lolA	+	gene	complete	PA14_RS12350_lolA_35	35	unknown
NC_008463.1	2625131	2625758	RS12350	lolA	+	gene	complete	PA14_RS12350_lolA_113	113	unknown
NC_008463.1	2625131	2625758	RS12350	lolA	+	gene	complete	PA14_RS12350_lolA_146	146	unknown
NC_008463.1	2627214	2628495	RS12360	serS	+	gene	complete	PA14_RS12360_serS_13	13	unknown
NC_008463.1	2627214	2628495	RS12360	serS	+	gene	complete	PA14_RS12360_serS_34	34	unknown
NC_008463.1	2627214	2628495	RS12360	serS	+	gene	complete	PA14_RS12360_serS_54	54	unknown
NC_008463.1	2627214	2628495	RS12360	serS	+	gene	complete	PA14_RS12360_serS_128	128	unknown
NC_008463.1	2628496	2629894	RS12365	cysG	+	gene	complete	PA14_RS12365_cysG_16	16	unknown
NC_008463.1	2628496	2629894	RS12365	cysG	+	gene	complete	PA14_RS12365_cysG_98	98	unknown
NC_008463.1	2628496	2629894	RS12365	cysG	+	gene	complete	PA14_RS12365_cysG_130	130	unknown
NC_008463.1	2628496	2629894	RS12365	cysG	+	gene	complete	PA14_RS12365_cysG_198	198	unknown
NC_008463.1	2631940	2632276	RS12380	tusE	-	gene	complete	PA14_RS12380_tusE_25	25	unknown
NC_008463.1	2631940	2632276	RS12380	tusE	-	gene	complete	PA14_RS12380_tusE_55	55	unknown
NC_008463.1	2631940	2632276	RS12380	tusE	-	gene	complete	PA14_RS12380_tusE_83	83	unknown
NC_008463.1	2631940	2632276	RS12380	tusE	-	gene	complete	PA14_RS12380_tusE_105	105	unknown
NC_008463.1	2632272	2632578	RS12385	tusB	-	gene	complete	PA14_RS12385_tusB_6	6	unknown
NC_008463.1	2632272	2632578	RS12385	tusB	-	gene	complete	PA14_RS12385_tusB_27	27	unknown
NC_008463.1	2632272	2632578	RS12385	tusB	-	gene	complete	PA14_RS12385_tusB_49	49	unknown
NC_008463.1	2632272	2632578	RS12385	tusB	-	gene	complete	PA14_RS12385_tusB_70	70	unknown
NC_008463.1	2632577	2632937	RS12390	tusC	-	gene	complete	PA14_RS12390_tusC_28	28	unknown
NC_008463.1	2632577	2632937	RS12390	tusC	-	gene	complete	PA14_RS12390_tusC_49	49	unknown
NC_008463.1	2632577	2632937	RS12390	tusC	-	gene	complete	PA14_RS12390_tusC_84	84	unknown
NC_008463.1	2632577	2632937	RS12390	tusC	-	gene	complete	PA14_RS12390_tusC_104	104	unknown
NC_008463.1	2632933	2633329	RS12395	tusD	-	gene	complete	PA14_RS12395_dsrE_12	12	unknown
NC_008463.1	2632933	2633329	RS12395	tusD	-	gene	complete	PA14_RS12395_dsrE_32	32	unknown
NC_008463.1	2632933	2633329	RS12395	tusD	-	gene	complete	PA14_RS12395_dsrE_84	84	unknown
NC_008463.1	2632933	2633329	RS12395	tusD	-	gene	complete	PA14_RS12395_dsrE_106	106	unknown
NC_008463.1	2658008	2658569	RS12505	pgsA	+	gene	complete	PA14_RS12505_pgsA_12	12	unknown
NC_008463.1	2658008	2658569	RS12505	pgsA	+	gene	complete	PA14_RS12505_pgsA_39	39	unknown
NC_008463.1	2658008	2658569	RS12505	pgsA	+	gene	complete	PA14_RS12505_pgsA_76	76	unknown
NC_008463.1	2658008	2658569	RS12505	pgsA	+	gene	complete	PA14_RS12505_pgsA_98	98	unknown
NC_008463.1	2721860	2722229	RS12815	lecA	+	gene	complete	PA14_RS12815_pa1L_70	70	unknown
NC_008463.1	2721860	2722229	RS12815	lecA	+	gene	complete	PA14_RS12815_pa1L_95	95	unknown
NC_008463.1	2721860	2722229	RS12815	lecA	+	gene	complete	PA14_RS12815_pa1L_118	118	unknown
NC_008463.1	2721860	2722229	RS12815	lecA	+	gene	complete	PA14_RS12815_pa1L_157	157	unknown
NC_008463.1	2744406	2745636	RS12925	ACADM	+	gene	complete	PA14_RS12925_ACADM_14	14	unknown
NC_008463.1	2744406	2745636	RS12925	ACADM	+	gene	complete	PA14_RS12925_ACADM_79	79	unknown
NC_008463.1	2744406	2745636	RS12925	ACADM	+	gene	complete	PA14_RS12925_ACADM_130	130	unknown
NC_008463.1	2744406	2745636	RS12925	ACADM	+	gene	complete	PA14_RS12925_ACADM_164	164	unknown
NC_008463.1	2794216	2794978	RS13110	xylL	+	gene	complete	PA14_RS13110_xylL_32	32	unknown
NC_008463.1	2794216	2794978	RS13110	xylL	+	gene	complete	PA14_RS13110_xylL_156	156	unknown
NC_008463.1	2794216	2794978	RS13110	xylL	+	gene	complete	PA14_RS13110_xylL_188	188	unknown
NC_008463.1	2794216	2794978	RS13110	xylL	+	gene	complete	PA14_RS13110_xylL_216	216	unknown
NC_008463.1	2819973	2820993	RS13230	mexS	+	gene	complete	PA14_RS13230_-_8	8	unknown
NC_008463.1	2819973	2820993	RS13230	mexS	+	gene	complete	PA14_RS13230_-_36	36	unknown
NC_008463.1	2819973	2820993	RS13230	mexS	+	gene	complete	PA14_RS13230_-_67	67	unknown
NC_008463.1	2819973	2820993	RS13230	mexS	+	gene	complete	PA14_RS13230_-_96	96	unknown
NC_008463.1	2911260	2912025	RS13560	pvdG	+	gene	complete	PA14_RS13560_pvdG_9	9	unknown
NC_008463.1	2911260	2912025	RS13560	pvdG	+	gene	complete	PA14_RS13560_pvdG_36	36	unknown
NC_008463.1	2911260	2912025	RS13560	pvdG	+	gene	complete	PA14_RS13560_pvdG_69	69	unknown
NC_008463.1	2911260	2912025	RS13560	pvdG	+	gene	complete	PA14_RS13560_pvdG_112	112	unknown
NC_008463.1	2950111	2951029	RS13665	.	-	gene	complete	PA14_RS13665_-_7	7	unknown
NC_008463.1	2950111	2951029	RS13665	.	-	gene	complete	PA14_RS13665_-_33	33	unknown
NC_008463.1	2950111	2951029	RS13665	.	-	gene	complete	PA14_RS13665_-_54	54	unknown
NC_008463.1	2950111	2951029	RS13665	.	-	gene	complete	PA14_RS13665_-_120	120	unknown
NC_008463.1	2988708	2990358	RS13725	pvdE	-	gene	complete	PA14_RS13725_pvdE_6	6	unknown
NC_008463.1	2988708	2990358	RS13725	pvdE	-	gene	complete	PA14_RS13725_pvdE_42	42	unknown
NC_008463.1	2988708	2990358	RS13725	pvdE	-	gene	complete	PA14_RS13725_pvdE_72	72	unknown
NC_008463.1	2988708	2990358	RS13725	pvdE	-	gene	complete	PA14_RS13725_pvdE_96	96	unknown
NC_008463.1	3038899	3039166	RS13930	.	+	gene	complete	PA14_RS13930_-_19	19	unknown
NC_008463.1	3038899	3039166	RS13930	.	+	gene	complete	PA14_RS13930_-_42	42	unknown
NC_008463.1	3073662	3075288	RS14085	gapB	-	gene	complete	PA14_RS14085_gapB_6	6	unknown
NC_008463.1	3073662	3075288	RS14085	gapB	-	gene	complete	PA14_RS14085_gapB_48	48	unknown
NC_008463.1	3073662	3075288	RS14085	gapB	-	gene	complete	PA14_RS14085_gapB_68	68	unknown
NC_008463.1	3073662	3075288	RS14085	gapB	-	gene	complete	PA14_RS14085_gapB_97	97	unknown
NC_008463.1	3278591	3279083	RS14970	mgtC	-	gene	complete	PA14_RS14970_mgtC_9	9	unknown
NC_008463.1	3278591	3279083	RS14970	mgtC	-	gene	complete	PA14_RS14970_mgtC_48	48	unknown
NC_008463.1	3278591	3279083	RS14970	mgtC	-	gene	complete	PA14_RS14970_mgtC_72	72	unknown
NC_008463.1	3278591	3279083	RS14970	mgtC	-	gene	complete	PA14_RS14970_mgtC_153	153	unknown
NC_008463.1	3421685	3422876	RS15605	mexX	+	gene	complete	PA14_RS15605_mexX_12	12	unknown
NC_008463.1	3421685	3422876	RS15605	mexX	+	gene	complete	PA14_RS15605_mexX_47	47	unknown
NC_008463.1	3421685	3422876	RS15605	mexX	+	gene	complete	PA14_RS15605_mexX_92	92	unknown
NC_008463.1	3421685	3422876	RS15605	mexX	+	gene	complete	PA14_RS15605_mexX_148	148	unknown
NC_008463.1	3422891	3426029	RS15610	mexY	+	gene	complete	PA14_RS15610_amrB_28	28	unknown
NC_008463.1	3422891	3426029	RS15610	mexY	+	gene	complete	PA14_RS15610_amrB_50	50	unknown
NC_008463.1	3422891	3426029	RS15610	mexY	+	gene	complete	PA14_RS15610_amrB_84	84	unknown
NC_008463.1	3422891	3426029	RS15610	mexY	+	gene	complete	PA14_RS15610_amrB_109	109	unknown
NC_008463.1	3546905	3547856	RS16130	femR	+	gene	complete	PA14_RS16130_femR_22	22	unknown
NC_008463.1	3546905	3547856	RS16130	femR	+	gene	complete	PA14_RS16130_femR_70	70	unknown
NC_008463.1	3562213	3562927	RS16200	qscR	-	gene	complete	PA14_RS16200_qscR_51	51	unknown
NC_008463.1	3562213	3562927	RS16200	qscR	-	gene	complete	PA14_RS16200_qscR_131	131	unknown
NC_008463.1	3562213	3562927	RS16200	qscR	-	gene	complete	PA14_RS16200_qscR_168	168	unknown
NC_008463.1	3562213	3562927	RS16200	qscR	-	gene	complete	PA14_RS16200_qscR_204	204	unknown
NC_008463.1	3660467	3661208	RS16635	dnaQ	-	gene	complete	PA14_RS16635_dnaQ_24	24	unknown
NC_008463.1	3660467	3661208	RS16635	dnaQ	-	gene	complete	PA14_RS16635_dnaQ_48	48	unknown
NC_008463.1	3660467	3661208	RS16635	dnaQ	-	gene	complete	PA14_RS16635_dnaQ_97	97	unknown
NC_008463.1	3660467	3661208	RS16635	dnaQ	-	gene	complete	PA14_RS16635_dnaQ_118	118	unknown
NC_008463.1	3661272	3661719	RS16640	rnhA	-	gene	complete	PA14_RS16640_rnhA_42	42	unknown
NC_008463.1	3661272	3661719	RS16640	rnhA	-	gene	complete	PA14_RS16640_rnhA_85	85	unknown
NC_008463.1	3661272	3661719	RS16640	rnhA	-	gene	complete	PA14_RS16640_rnhA_125	125	unknown
NC_008463.1	3661272	3661719	RS16640	rnhA	-	gene	complete	PA14_RS16640_rnhA_166	166	unknown
NC_008463.1	3687634	3688489	RS16770	folD	+	gene	complete	PA14_RS16770_folD_8	8	unknown
NC_008463.1	3687634	3688489	RS16770	folD	+	gene	complete	PA14_RS16770_folD_38	38	unknown
NC_008463.1	3687634	3688489	RS16770	folD	+	gene	complete	PA14_RS16770_folD_62	62	unknown
NC_008463.1	3687634	3688489	RS16770	folD	+	gene	complete	PA14_RS16770_folD_120	120	unknown
NC_008463.1	3688546	3689929	RS16775	cysS	-	gene	complete	PA14_RS16775_cysS_33	33	unknown
NC_008463.1	3688546	3689929	RS16775	cysS	-	gene	complete	PA14_RS16775_cysS_93	93	unknown
NC_008463.1	3688546	3689929	RS16775	cysS	-	gene	complete	PA14_RS16775_cysS_118	118	unknown
NC_008463.1	3688546	3689929	RS16775	cysS	-	gene	complete	PA14_RS16775_cysS_153	153	unknown
NC_008463.1	3688546	3689929	RS16775	cysS	-	gene	complete	PA14_RS16775_cysS_2	2	unknown
NC_008463.1	3689938	3691609	RS16780	glnS	-	gene	complete	PA14_RS16780_glnS_18	18	unknown
NC_008463.1	3689938	3691609	RS16780	glnS	-	gene	complete	PA14_RS16780_glnS_43	43	unknown
NC_008463.1	3689938	3691609	RS16780	glnS	-	gene	complete	PA14_RS16780_glnS_69	69	unknown
NC_008463.1	3689938	3691609	RS16780	glnS	-	gene	complete	PA14_RS16780_glnS_93	93	unknown
NC_008463.1	3692233	3692956	RS16790	lpxH	+	gene	complete	PA14_RS16790_lpxH_12	12	unknown
NC_008463.1	3692233	3692956	RS16790	lpxH	+	gene	complete	PA14_RS16790_lpxH_48	48	unknown
NC_008463.1	3692233	3692956	RS16790	lpxH	+	gene	complete	PA14_RS16790_lpxH_107	107	unknown
NC_008463.1	3692233	3692956	RS16790	lpxH	+	gene	complete	PA14_RS16790_lpxH_137	137	unknown
NC_008463.1	3697029	3699639	RS16815	acnB	+	gene	complete	PA14_RS16815_acnB_14	14	unknown
NC_008463.1	3697029	3699639	RS16815	acnB	+	gene	complete	PA14_RS16815_acnB_41	41	unknown
NC_008463.1	3697029	3699639	RS16815	acnB	+	gene	complete	PA14_RS16815_acnB_64	64	unknown
NC_008463.1	3697029	3699639	RS16815	acnB	+	gene	complete	PA14_RS16815_acnB_90	90	unknown
NC_008463.1	3713607	3714198	RS16870	sigX	-	gene	complete	PA14_RS16870_sigX_105	105	unknown
NC_008463.1	3713607	3714198	RS16870	sigX	-	gene	complete	PA14_RS16870_sigX_156	156	unknown
NC_008463.1	3713607	3714198	RS16870	sigX	-	gene	complete	PA14_RS16870_sigX_196	196	unknown
NC_008463.1	3713607	3714198	RS16870	sigX	-	gene	complete	PA14_RS16870_sigX_304	304	unknown
NC_008463.1	3738246	3738981	RS16975	cysH	+	gene	complete	PA14_RS16975_cysH_10	10	unknown
